contig	genus	size	category-pident_90	rep_type(s)	relaxase_type(s)	mpf_type	orit_type(s)	predicted_mobility	AMR_type
GCF_009909465.1-NZ_CP047659.1	Escherichia	251000	typical plasmid	IncHI2A,IncN,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_004135855.1-NZ_CP026642.1	Escherichia	250778	typical plasmid	IncHI2A,IncN,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_024918815.1-NZ_CP103719.1	Escherichia	250715	typical plasmid	IncFIA,IncFIB,IncFII,IncHI1B	MOBF	MPF_F	MOBF	conjugative	AMR
GCF_035621815.1-NZ_CP141841.1	Escherichia	250595	typical plasmid	IncHI2A,IncQ1,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_030296195.1-NZ_AP027422.1	Escherichia	249953	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_041320015.1-NZ_CP100923.1	Escherichia	248607	typical plasmid	IncFIA,IncQ1	MOBH	MPF_F	-	conjugative	AMR
GCF_016806045.1-NZ_CP019394.1	Escherichia	248458	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_030384885.1-NZ_CP128614.1	Escherichia	248334	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_022605345.1-NZ_CP093284.1	Escherichia	248308	typical plasmid	IncHI2A,IncN,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_041927255.1-NZ_CP169295.1	Escherichia	247758	typical plasmid	rep_cluster_1418	MOBF,MOBF	MPF_F	-	conjugative	non-AMR
GCF_030168755.1-NZ_CP122508.1	Escherichia	247590	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_031786515.1-NZ_CP133920.1	Escherichia	247558	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_024585665.1-NZ_CP073982.1	Escherichia	247187	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_024585685.1-NZ_CP073985.1	Escherichia	247187	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_024585605.1-NZ_CP073969.1	Escherichia	247187	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_007995175.1-NZ_CP042587.1	Escherichia	246716	typical plasmid	IncHI2A,IncN,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_023516115.1-NZ_CP080081.1	Escherichia	246552	typical plasmid	IncHI1A,IncX1	MOBH	MPF_F	-	conjugative	AMR
GCF_038096125.1-NZ_CP151001.1	Escherichia	246353	typical plasmid	IncFIB,IncFII	MOBF,MOBF	MPF_F	-	conjugative	AMR
GCF_025583265.2-NZ_CP123248.1	Escherichia	245805	typical plasmid	IncHI2A,IncQ1,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_041316645.1-NZ_CP100885.1	Escherichia	245798	typical plasmid	IncC,IncHI1B,rep_cluster_1254	MOBH,MOBH,MOBH	MPF_F	MOBH	conjugative	AMR
GCF_003991155.1-NZ_CP031295.1	Escherichia	245305	typical plasmid	IncFIA,IncFIB,IncFIC,IncR,rep_cluster_2244	MOBF,MOBP	MPF_F	MOBF	conjugative	AMR
GCF_002180095.1-NZ_CP021536.1	Escherichia	244955	typical plasmid	IncC,IncFIA,IncFIB,IncFIC,IncFII	MOBF,MOBH,MOBH	MPF_F	MOBH	conjugative	AMR
GCF_019375055.2-NZ_CP089134.1	Escherichia	244138	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_003402955.1-NZ_CP031547.1	Escherichia	243642	typical plasmid	IncHI2A,rep_cluster_1088,rep_cluster_2318	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_051136185.1-NZ_CP194962.1	Escherichia	243492	intermediate replicon	-	-	-	-	non-mobilizable	AMR
GCF_023024425.1-NZ_CP086221.1	Escherichia	242460	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_001677515.1-NZ_CP012501.1	Escherichia	242187	typical plasmid	IncFIA,IncFIB	MOBF,MOBP	MPF_F	MOBF	conjugative	non-AMR
GCF_030845355.1-NZ_CP132549.1	Escherichia	242042	typical plasmid	IncFIA,IncFIB,IncFIC	MOBF	MPF_F	MOBF	conjugative	AMR
GCF_013167075.1-NZ_CP053608.1	Escherichia	242042	typical plasmid	IncFIA,IncFIB,IncFIC	MOBF	MPF_F	MOBF	conjugative	AMR
GCF_050920435.1-NZ_CP169400.1	Escherichia	241933	typical plasmid	IncFIA,IncFIB	MOBF,MOBP	MPF_F	MOBF	conjugative	non-AMR
GCF_024585645.1-NZ_CP073977.1	Escherichia	241691	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_003856995.1-NZ_CP022735.1	Escherichia	241600	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_000014845.1-NC_009838.1	Escherichia	241387	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_035666315.1-NZ_CP142036.1	Escherichia	241206	typical plasmid	IncHI2A,IncN,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_002846135.1-NZ_CP025402.1	Escherichia	241162	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_024917975.1-NZ_CP103563.1	Escherichia	241084	typical plasmid	IncFIA,IncFIB,IncFIC,rep_cluster_2131	MOBF,MOBP	MPF_F	MOBF	conjugative	AMR
GCF_003667425.1-NZ_CP032993.1	Escherichia	241043	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_050320065.1-NZ_CP190028.1	Escherichia	240997	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_001650275.1-NZ_CP015833.1	Escherichia	240662	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_051122675.1-NZ_CP182204.1	Escherichia	240150	typical plasmid	IncFIB,IncFIB,IncFIC,rep_cluster_2244	MOBF	MPF_F	MOBF	conjugative	AMR
GCF_048016545.1-NZ_CP182175.1	Escherichia	240144	typical plasmid	IncHI1A	MOBH	MPF_F	-	conjugative	AMR
GCF_050218735.1-NZ_CP189736.1	Escherichia	239563	typical plasmid	IncHI1A	MOBH	MPF_F	-	conjugative	AMR
GCF_004924255.1-NZ_CP037911.1	Escherichia	239511	typical plasmid	IncHI1B,IncX4	MOBH,MOBP	MPF_T	-	conjugative	AMR
GCF_050269785.1-NZ_CP189960.1	Escherichia	239469	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_004295365.1-NZ_CP036178.1	Escherichia	238258	typical plasmid	IncHI2A,IncN,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_041248615.1-NZ_CP158425.1	Escherichia	238073	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_900093485.1-NZ_LT599829.1	Escherichia	238073	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_047300885.1-NZ_CP178549.1	Escherichia	237966	typical plasmid	IncFIA	MOBH	MPF_F	-	conjugative	AMR
GCF_036501105.1-NZ_AP027677.1	Escherichia	237772	typical plasmid	IncHI1A	MOBH	MPF_F	-	conjugative	AMR
GCF_036499785.1-NZ_AP027638.1	Escherichia	237772	typical plasmid	IncHI1A	MOBH	MPF_F	-	conjugative	AMR
GCF_026074175.1-NZ_AP026904.1	Escherichia	237635	intermediate replicon	-	-	-	-	non-mobilizable	non-AMR
GCF_024298785.1-NZ_CP101234.1	Escherichia	237484	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_015697215.1-NZ_CP065153.1	Escherichia	237102	typical plasmid	IncFIB,IncFIC,rep_cluster_2244,rep_cluster_2313	MOBF,MOBP	MPF_F	MOBF	conjugative	AMR
GCF_020883415.1-NZ_CP086605.1	Escherichia	236839	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	-	conjugative	AMR
GCF_030389655.1-NZ_CP128924.1	Escherichia	235972	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_039654195.1-NZ_CP155524.1	Escherichia	235820	typical plasmid	IncHI2A,IncN,rep_cluster_1088	-	MPF_F	-	non-mobilizable	AMR
GCF_041320235.1-NZ_CP101011.1	Escherichia	235624	typical plasmid	Col(VCM04)	MOBH	-	-	mobilizable	AMR
GCF_045037815.1-NZ_CP173553.1	Escherichia	235486	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_022368895.1-NZ_CP058716.1	Escherichia	235360	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_029870635.2-NZ_CP128597.1	Escherichia	235243	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_017348835.2-NZ_CP072315.1	Escherichia	234576	typical plasmid	IncHI2A,IncQ1,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_030296855.1-NZ_AP027927.1	Escherichia	234318	typical plasmid	IncHI2A,IncQ1,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_029635575.1-NZ_CP109955.1	Escherichia	234214	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_039909525.1-NZ_CP157111.1	Escherichia	233671	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_024734095.1-NZ_CP102854.1	Escherichia	233164	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_002214205.1-NZ_CP022165.1	Escherichia	233149	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_030013595.1-NZ_CP122769.1	Escherichia	232987	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_001559655.1-NZ_CP014271.1	Escherichia	232954	typical plasmid	IncFIA,IncFIB,IncFIC	MOBF	MPF_F	MOBF	conjugative	non-AMR
GCF_034422715.1-NZ_CP139813.1	Escherichia	232487	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_030316195.1-NZ_CP128219.1	Escherichia	232324	typical plasmid	IncFIA,IncFIB,IncFIC	MOBF	MPF_F	MOBF	conjugative	non-AMR
GCF_036503995.1-NZ_AP027770.1	Escherichia	232080	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_045348595.1-NZ_CP157416.1	Escherichia	231954	typical plasmid	IncHI2A,IncQ1,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_020535205.1-NZ_CP084901.1	Escherichia	231954	typical plasmid	IncHI2A,IncQ1,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_003691425.1-NZ_CP033094.1	Escherichia	231859	typical plasmid	IncFIA,IncN	MOBH	MPF_F	-	conjugative	AMR
GCF_036503635.1-NZ_AP027760.1	Escherichia	231841	typical plasmid	IncHI2A,IncN,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_013167055.1-NZ_CP053606.1	Escherichia	231547	typical plasmid	IncFIA,IncFIB,IncFIC	MOBF	MPF_F	MOBF	conjugative	non-AMR
GCF_028743375.1-NZ_CP117961.1	Escherichia	231544	typical plasmid	IncFIA,IncFIB,IncFIC	MOBF	MPF_F	MOBF	conjugative	non-AMR
GCF_036496705.1-NZ_AP027538.1	Escherichia	231520	typical plasmid	IncFIB	MOBH	-	-	mobilizable	AMR
GCF_029318975.1-NZ_CP119735.1	Escherichia	231254	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_029319035.1-NZ_CP119741.1	Escherichia	231243	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_041881345.1-NZ_CP168992.1	Escherichia	231149	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_004006545.1-NZ_CP034785.1	Escherichia	230964	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_029224125.1-NZ_CP098236.1	Escherichia	230802	typical plasmid	IncHI2A,IncQ1,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_029224085.1-NZ_CP098230.1	Escherichia	230802	typical plasmid	IncHI2A,IncQ1,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_023100765.1-NZ_CP095857.1	Escherichia	230727	typical plasmid	IncHI2A,rep_cluster_1088	-	MPF_F	-	non-mobilizable	AMR
GCF_013376575.1-NZ_CP049968.1	Escherichia	230339	typical plasmid	IncHI1A	MOBH	MPF_F	-	conjugative	AMR
GCF_023657935.1-NZ_CP098184.1	Escherichia	230317	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_040250335.1-NZ_CP158183.1	Escherichia	230088	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_023094055.1-NZ_CP095787.1	Escherichia	230045	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_021535025.1-NZ_CP091030.1	Escherichia	229883	typical plasmid	IncHI2A,rep_cluster_1088	-	MPF_F	-	non-mobilizable	AMR
GCF_030161935.2-NZ_AP027947.1	Escherichia	229662	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_032375225.1-NZ_CP135659.1	Escherichia	229583	typical plasmid	IncFIA,IncFIA,IncFIB,IncFIC,IncFIC	MOBF	MPF_F	MOBF,MOBF	conjugative	AMR
GCF_013423805.1-NZ_CP058949.1	Escherichia	229493	typical plasmid	IncHI1A,rep_cluster_1760	MOBF,MOBH	MPF_F	-	conjugative	AMR
GCF_048160275.1-NZ_CP182409.1	Escherichia	229147	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_034337405.2-NZ_CP139670.1	Escherichia	229113	typical plasmid	IncFIB,IncHI1B	-	-	-	non-mobilizable	non-AMR
GCF_034339465.2-NZ_CP139678.1	Escherichia	229105	typical plasmid	IncFIB,IncHI1B	-	-	-	non-mobilizable	non-AMR
GCF_034338325.2-NZ_CP139674.1	Escherichia	229105	typical plasmid	IncFIB,IncHI1B	-	-	-	non-mobilizable	non-AMR
GCF_045182765.1-NZ_CP173997.1	Escherichia	228987	typical plasmid	IncFIA,IncFIA,IncFIB,IncX1,rep_cluster_1304	MOBF,MOBP	MPF_F	MOBF	conjugative	non-AMR
GCF_002278115.2-NZ_CP023143.1	Escherichia	228947	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_022969555.2-NZ_CP101516.1	Escherichia	228609	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_008632595.1-NZ_CP043951.1	Escherichia	228062	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_047118475.1-NZ_CP128643.1	Escherichia	227970	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_041320005.1-NZ_CP100919.1	Escherichia	227539	typical plasmid	IncFIB,IncHI1B,IncHI1B	MOBH	-	-	mobilizable	AMR
GCF_004088295.1-NZ_CP035124.1	Escherichia	227349	typical plasmid	IncFIA,IncFIA,IncFIB,IncFIC,IncFII,IncQ1,rep_cluster_1418,rep_cluster_2183	MOBF,MOBF	MPF_F	-	conjugative	AMR
GCF_026247825.1-NZ_CP111000.1	Escherichia	226559	typical plasmid	IncFIB,IncHI1B	-	-	-	non-mobilizable	non-AMR
GCF_026247865.1-NZ_CP111009.1	Escherichia	226559	typical plasmid	IncFIB,IncHI1B	-	-	-	non-mobilizable	non-AMR
GCF_025583345.2-NZ_CP123245.1	Escherichia	226504	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_017639185.1-NZ_CP067308.1	Escherichia	226468	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_019431295.1-NZ_CP080224.1	Escherichia	226437	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_029625115.1-NZ_CP121150.1	Escherichia	226260	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_029318935.1-NZ_CP119731.1	Escherichia	226260	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_029318875.1-NZ_CP119727.1	Escherichia	226260	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_029319085.1-NZ_CP119747.1	Escherichia	226260	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_029227895.1-NZ_CP074367.1	Escherichia	226158	typical plasmid	IncHI2A,IncQ1,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_002741195.1-NZ_CP024236.1	Escherichia	226119	typical plasmid	IncFIA	MOBH	MPF_F	-	conjugative	non-AMR
GCF_050920415.1-NZ_CP169310.1	Escherichia	226095	typical plasmid	IncFIA,IncFIB	MOBF,MOBP	MPF_F	MOBF	conjugative	non-AMR
GCF_030295175.1-NZ_AP025748.1	Escherichia	225721	typical plasmid	IncFIA,IncFIB	MOBF,MOBP	MPF_F	-	conjugative	non-AMR
GCF_001677495.1-NZ_CP012500.1	Escherichia	225292	typical plasmid	IncFIA,IncFIB	MOBF,MOBP	MPF_F	MOBF	conjugative	non-AMR
GCF_036505855.1-NZ_AP027830.1	Escherichia	225168	typical plasmid	IncHI1A	MOBH,MOBP	MPF_F	-	conjugative	AMR
GCF_051100545.1-NZ_CP143397.1	Escherichia	225113	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_040436685.1-NZ_CP159136.1	Escherichia	224986	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_008949495.1-NZ_CP043034.1	Escherichia	224961	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_022494705.1-NZ_CP091672.1	Escherichia	224424	typical plasmid	IncFIA,IncFIB,IncX1,IncX3	MOBF	MPF_F	MOBF,MOBP	conjugative	AMR
GCF_030295155.1-NZ_AP025742.1	Escherichia	224339	typical plasmid	IncFIA,IncFIB	MOBF,MOBP	MPF_F	MOBF	conjugative	non-AMR
GCF_020149705.1-NZ_CP083867.1	Escherichia	224320	typical plasmid	IncFIA,IncFIB,IncFII	MOBF	MPF_F	-	conjugative	AMR
GCF_020827575.1-NZ_CP083484.1	Escherichia	224105	typical plasmid	IncFIA,IncFII,IncHI1B	MOBF,MOBF	MPF_F	MOBP	conjugative	AMR
GCF_002952095.1-NZ_CP021727.1	Escherichia	224039	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_002142715.1-NZ_CP021209.1	Escherichia	223982	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_001678965.1-NZ_CP012499.1	Escherichia	223952	typical plasmid	IncFIA,IncFIB	MOBF,MOBP	MPF_F	MOBF	conjugative	non-AMR
GCF_902703415.1-NZ_LR740759.1	Escherichia	223939	typical plasmid	IncFIA,IncFIB,IncFIC,rep_cluster_2313	MOBF,MOBF,MOBP	MPF_F	MOBF	conjugative	AMR
GCF_024496025.1-NZ_CP101706.1	Escherichia	223341	typical plasmid	IncFIA,IncFIA,IncFIB,IncFIC,IncFII,rep_cluster_2131	MOBF,MOBF,MOBP	MPF_F	-	conjugative	AMR
GCF_049570315.1-NZ_CP077482.1	Escherichia	223327	typical plasmid	IncHI1B,IncQ1	MOBH	MPF_F	-	conjugative	AMR
GCF_018199975.1-NZ_CP073361.1	Escherichia	223103	typical plasmid	IncHI2A,IncN,rep_cluster_1088	-	MPF_F	-	non-mobilizable	AMR
GCF_900166955.1-NZ_LT795503.1	Escherichia	223020	typical plasmid	IncHI1A	MOBH	MPF_F	-	conjugative	AMR
GCF_024499155.1-NZ_CP075738.1	Escherichia	222848	typical plasmid	IncHI2A,IncN,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_023653845.1-NZ_CP083992.1	Escherichia	222599	typical plasmid	IncFIB,IncHI1B	-	-	-	non-mobilizable	non-AMR
GCF_030013265.1-NZ_CP122665.1	Escherichia	222416	typical plasmid	IncHI1B	MOBH	MPF_F	-	conjugative	AMR
GCF_036501305.1-NZ_AP027680.1	Escherichia	222322	typical plasmid	IncHI2A,rep_cluster_1088	MOBH,MOBQ	MPF_F	MOBH	conjugative	AMR
GCF_020881875.1-NZ_CP073623.1	Escherichia	222008	typical plasmid	IncHI2A,IncN,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_045037445.1-NZ_CP173450.1	Escherichia	221873	typical plasmid	-	-	-	-	non-mobilizable	non-AMR
GCF_033802565.1-NZ_CP138429.1	Escherichia	221159	typical plasmid	IncHI1B	MOBH	MPF_F	-	conjugative	AMR
GCF_003402955.1-NZ_CP031548.1	Escherichia	221041	typical plasmid	IncFIA,IncFIB,IncFIC,IncFIC,IncI1	MOBF	MPF_F	MOBF	conjugative	non-AMR
GCF_030295195.1-NZ_AP025752.1	Escherichia	220055	typical plasmid	IncFIA,IncFIB	MOBF,MOBP	MPF_F	MOBF	conjugative	non-AMR
GCF_020149645.1-NZ_CP083889.1	Escherichia	219996	typical plasmid	IncFIA,IncFIB,IncFIC,rep_cluster_2244	MOBF,MOBP	MPF_F	MOBF	conjugative	non-AMR
GCF_019086825.1-NZ_CP074702.1	Escherichia	219118	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_009671105.1-NZ_CP046004.1	Escherichia	219101	typical plasmid	IncHI1A	MOBH	MPF_F	-	conjugative	AMR
GCF_037101415.1-NZ_AP018396.1	Escherichia	219009	typical plasmid	rep_cluster_2127	MOBH	MPF_F	-	conjugative	AMR
GCF_045287825.1-NZ_CP139126.1	Escherichia	218363	typical plasmid	IncFIB,IncFIB	-	-	MOBF	mobilizable	AMR
GCF_014117405.1-NZ_CP059722.1	Escherichia	218262	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_024585965.1-NZ_CP074048.1	Escherichia	218006	typical plasmid	IncHI1A,IncQ1	-	MPF_F	-	non-mobilizable	AMR
GCF_012584495.1-NZ_CP051431.1	Escherichia	217533	typical plasmid	IncHI2A,rep_cluster_1088	-	MPF_F	-	non-mobilizable	AMR
GCF_017088465.1-NZ_CP070915.1	Escherichia	217265	typical plasmid	IncHI1A	MOBH	MPF_F	-	conjugative	AMR
GCF_013389615.1-NZ_CP058311.1	Escherichia	217263	typical plasmid	IncHI2A,IncN,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_030013205.1-NZ_CP122649.1	Escherichia	216724	typical plasmid	IncFIA	MOBH	MPF_F	-	conjugative	AMR
GCF_030013185.1-NZ_CP122645.1	Escherichia	216724	typical plasmid	IncFIA	MOBH	MPF_F	-	conjugative	AMR
GCF_002180275.1-NZ_CP021720.1	Escherichia	216378	typical plasmid	IncFII,rep_cluster_1418,rep_cluster_1704	MOBP	MPF_I	-	conjugative	AMR
GCF_002011985.1-NZ_CP018956.1	Escherichia	216226	typical plasmid	IncC	MOBH,MOBH	MPF_F	MOBH	conjugative	AMR
GCF_002786655.1-NZ_CP024831.1	Escherichia	216181	typical plasmid	IncFIA,IncFIB,IncFIC,IncFII	MOBF,MOBP	MPF_F	-	conjugative	AMR
GCF_020886435.2-NZ_AP025210.2	Escherichia	216026	typical plasmid	IncHI1B,IncHI1B,rep_cluster_2077	-	-	-	non-mobilizable	AMR
GCF_003400045.2-NZ_CP042898.1	Escherichia	215531	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_030295215.1-NZ_AP025755.1	Escherichia	215429	typical plasmid	IncFIA,IncFIB	MOBF,MOBP	MPF_F	MOBF	conjugative	non-AMR
GCF_026248845.1-NZ_CP110989.1	Escherichia	214754	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_014169575.1-NZ_AP022208.1	Escherichia	214586	typical plasmid	IncFIA,IncFIA,IncFIB,rep_cluster_2131	MOBF,MOBF,MOBP	MPF_F	MOBF,MOBF	conjugative	AMR
GCF_014170675.1-NZ_CP059918.1	Escherichia	214538	typical plasmid	IncFIA,IncFIB,IncFIC,rep_cluster_2244	MOBF,MOBP	MPF_F	MOBF	conjugative	non-AMR
GCF_001900535.1-NZ_CP010123.1	Escherichia	214445	typical plasmid	IncFIB,IncFIC,IncI-gamma/K1	MOBF	MPF_F	MOBF	conjugative	non-AMR
GCF_035609265.1-NZ_CP141199.1	Escherichia	214402	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
GCF_024585565.1-NZ_CP073959.1	Escherichia	214096	typical plasmid	IncHI1A,IncQ1	MOBH	MPF_F	-	conjugative	AMR
GCF_036497865.1-NZ_AP027577.1	Escherichia	213958	typical plasmid	IncFIB,IncHI1B,IncHI1B	MOBH	-	-	mobilizable	AMR
GCF_001559675.1-NZ_CP014273.1	Escherichia	213924	typical plasmid	IncFIA,IncFIB,IncFIC	MOBF	MPF_F	MOBF	conjugative	non-AMR
GCF_001677475.2-NZ_CP012498.1	Escherichia	213847	typical plasmid	IncFIA,IncFIB	MOBF	MPF_F	MOBF	conjugative	non-AMR
GCF_036499205.1-NZ_AP027627.1	Escherichia	213033	typical plasmid	IncHI1A	MOBH	MPF_F	-	conjugative	AMR
GCF_022591475.1-NZ_CP093227.1	Escherichia	212822	typical plasmid	IncFIA,IncFIA,IncFIA	MOBF	MPF_F	MOBF,MOBP	conjugative	AMR
GCF_029962285.1-NZ_CP124742.1	Escherichia	212414	intermediate replicon	-	-	-	-	non-mobilizable	non-AMR
GCF_001663475.1-NZ_CP015160.1	Escherichia	212180	typical plasmid	IncFIA,IncFIA,IncFIB,IncFIB,IncFIC,rep_cluster_2131	MOBF,MOBP	MPF_F	MOBF,MOBF	conjugative	AMR
GCF_050320235.1-NZ_CP190350.1	Escherichia	212098	typical plasmid	IncHI2A,rep_cluster_1088	MOBH	MPF_F	MOBH	conjugative	AMR
