contig	genus	size	category-pident_90	chromid	ref_data
GCF_001901145.1-NZ_CP010211.1	Escherichia	6039	typical plasmid	No	
GCF_001901145.1-NZ_CP010212.1	Escherichia	5282	typical plasmid	No	
GCF_001901165.1-NZ_CP010213.1	Escherichia	5103562	typical chromosome	No	
GCF_001901165.1-NZ_CP010214.1	Escherichia	146496	typical plasmid	No	
GCF_001901165.1-NZ_CP010215.1	Escherichia	61058	typical plasmid	No	
GCF_001901165.1-NZ_CP010216.1	Escherichia	6039	typical plasmid	No	
GCF_001901165.1-NZ_CP010217.1	Escherichia	6036	typical plasmid	No	
GCF_001901165.1-NZ_CP010218.1	Escherichia	5312	typical plasmid	No	
GCF_001901185.1-NZ_CP010219.1	Escherichia	5102554	typical chromosome	No	
GCF_001901185.1-NZ_CP010220.1	Escherichia	57582	typical plasmid	No	
GCF_001901215.1-NZ_CP010221.1	Escherichia	5102172	typical chromosome	No	
GCF_001901215.1-NZ_CP010222.1	Escherichia	146552	typical plasmid	No	
GCF_001901215.1-NZ_CP010223.1	Escherichia	61063	typical plasmid	No	
GCF_001901215.1-NZ_CP010224.1	Escherichia	6039	typical plasmid	No	
GCF_001901215.1-NZ_CP010225.1	Escherichia	11321	typical plasmid	No	
GCF_001901315.1-NZ_CP010226.1	Escherichia	4702107	typical chromosome	No	
GCF_001901315.1-NZ_CP010227.1	Escherichia	5101	typical plasmid	No	
GCF_001901365.1-NZ_CP010231.1	Escherichia	4664102	typical chromosome	No	
GCF_001901365.1-NZ_CP010232.1	Escherichia	155425	typical plasmid	No	
GCF_001901365.1-NZ_CP010233.1	Escherichia	136060	typical plasmid	No	
GCF_001901365.1-NZ_CP010234.1	Escherichia	117266	typical plasmid	No	
GCF_001901425.1-NZ_CP010240.1	Escherichia	5310035	typical chromosome	No	
GCF_001901425.1-NZ_CP010241.1	Escherichia	62376	typical plasmid	No	
GCF_001901445.1-NZ_CP010242.1	Escherichia	4740150	typical chromosome	No	
GCF_001901445.1-NZ_CP010243.1	Escherichia	131504	typical plasmid	No	
GCF_001901445.1-NZ_CP010244.1	Escherichia	113250	typical plasmid	No	
GCF_001901445.1-NZ_CP010245.1	Escherichia	7618	typical plasmid	No	
GCF_001901465.1-NZ_CP010229.1	Escherichia	4886210	typical chromosome	No	
GCF_001932515.1-NZ_CP018801.1	Escherichia	4792200	typical chromosome	No	
GCF_001936315.1-NZ_CP017631.1	Escherichia	5283836	typical chromosome	No	
GCF_001936315.1-NZ_CP017632.1	Escherichia	369298	typical plasmid	No	
GCF_001936315.1-NZ_CP017633.1	Escherichia	120528	typical plasmid	No	
GCF_001969285.3-NZ_CP019213.3	Escherichia	4669790	typical chromosome	No	
GCF_001969285.3-NZ_CP019216.3	Escherichia	78444	typical plasmid	No	
GCF_001969285.3-NZ_CP028466.1	Escherichia	3398	typical plasmid	No	
GCF_001969285.3-NZ_CP028467.2	Escherichia	1532	typical plasmid	No	
GCF_001969285.3-NZ_CP019215.2	Escherichia	84615	typical plasmid	No	
GCF_001969285.3-NZ_CP019214.3	Escherichia	289260	typical plasmid	No	
GCF_001971765.1-NZ_CP019359.1	Escherichia	4883427	typical chromosome	No	
GCF_001971765.1-NZ_CP019356.1	Escherichia	275899	typical plasmid	No	
GCF_001971765.1-NZ_CP019357.1	Escherichia	67403	typical plasmid	No	
GCF_001971765.1-NZ_CP019358.1	Escherichia	86028	typical plasmid	No	
GCF_001999185.1-NZ_CP019629.1	Escherichia	4643284	typical chromosome	No	
GCF_002007705.1-NZ_CP019778.1	Escherichia	5111920	typical chromosome	No	
GCF_002009315.1-NZ_CP019903.1	Escherichia	4978170	typical chromosome	No	
GCF_002009315.1-NZ_CP019908.1	Escherichia	33304	typical plasmid	No	
GCF_002009315.1-NZ_CP019904.1	Escherichia	108340	typical plasmid	No	
GCF_002009315.1-NZ_CP019907.1	Escherichia	20225	typical plasmid	No	
GCF_002009315.1-NZ_CP019909.1	Escherichia	85009	typical plasmid	No	
GCF_002009315.1-NZ_CP019910.1	Escherichia	68786	typical plasmid	No	
GCF_002009315.1-NZ_CP019906.1	Escherichia	29168	intermediate replicon	No	
GCF_002009315.1-NZ_CP019905.1	Escherichia	142304	typical plasmid	No	
GCF_002011945.1-NZ_CP018948.1	Escherichia	4891786	typical chromosome	No	
GCF_002011945.1-NZ_CP018947.1	Escherichia	143972	typical plasmid	No	
GCF_002011945.1-NZ_CP018946.1	Escherichia	87114	typical plasmid	No	
GCF_002011945.1-NZ_CP018944.1	Escherichia	27133	typical plasmid	No	
GCF_002011945.1-NZ_CP018943.1	Escherichia	6647	typical plasmid	No	
GCF_002011945.1-NZ_CP018942.1	Escherichia	4063	typical plasmid	No	
GCF_002011945.1-NZ_CP018941.1	Escherichia	4062	typical plasmid	No	
GCF_002011945.1-NZ_CP018940.1	Escherichia	2883	typical plasmid	No	
GCF_002011945.1-NZ_CP018945.1	Escherichia	55436	typical plasmid	No	
GCF_002011965.1-NZ_CP018953.1	Escherichia	4898796	typical chromosome	No	
GCF_002011965.1-NZ_CP018952.1	Escherichia	132345	typical plasmid	No	
GCF_002011965.1-NZ_CP018951.1	Escherichia	43380	typical plasmid	No	
GCF_002011965.1-NZ_CP018950.1	Escherichia	35225	typical plasmid	No	
GCF_002011965.1-NZ_CP018949.1	Escherichia	16559	typical plasmid	No	
GCF_002011985.1-NZ_CP018957.1	Escherichia	5056072	typical chromosome	No	
GCF_002011985.1-NZ_CP018955.1	Escherichia	101186	typical plasmid	No	
GCF_002011985.1-NZ_CP018954.1	Escherichia	97654	typical plasmid	No	
GCF_002011985.1-NZ_CP018956.1	Escherichia	216226	typical plasmid	No	
GCF_002012005.1-NZ_CP018965.1	Escherichia	4794957	typical chromosome	No	
GCF_002012005.1-NZ_CP018964.1	Escherichia	118495	typical plasmid	No	
GCF_002012005.1-NZ_CP018963.1	Escherichia	54644	typical plasmid	No	
GCF_002012025.1-NZ_CP018970.1	Escherichia	5259387	typical chromosome	No	
GCF_002012025.1-NZ_CP018969.1	Escherichia	82364	typical plasmid	No	
GCF_002012025.1-NZ_CP018967.1	Escherichia	5167	typical plasmid	No	
GCF_002012025.1-NZ_CP018966.1	Escherichia	4087	typical plasmid	No	
GCF_002012025.1-NZ_CP018968.1	Escherichia	44320	typical plasmid	No	
GCF_002012045.1-NZ_CP018976.1	Escherichia	5031843	typical chromosome	No	
GCF_002012045.1-NZ_CP018975.1	Escherichia	95926	typical plasmid	No	
GCF_002012045.1-NZ_CP018973.1	Escherichia	70152	typical plasmid	No	
GCF_002012045.1-NZ_CP018972.1	Escherichia	4073	typical plasmid	No	
GCF_002012045.1-NZ_CP018971.1	Escherichia	3164	typical plasmid	No	
GCF_002012045.1-NZ_CP018974.1	Escherichia	70876	typical plasmid	No	
GCF_002012065.1-NZ_CP018979.1	Escherichia	5228864	typical chromosome	No	
GCF_002012065.1-NZ_CP018978.1	Escherichia	117844	typical plasmid	No	
GCF_002012065.1-NZ_CP018977.1	Escherichia	58431	typical plasmid	No	
GCF_002012085.1-NZ_CP018991.1	Escherichia	5434745	typical chromosome	No	
GCF_002012085.1-NZ_CP018990.1	Escherichia	150994	typical plasmid	No	
GCF_002012085.1-NZ_CP018988.1	Escherichia	34532	typical plasmid	No	
GCF_002012085.1-NZ_CP018987.1	Escherichia	6994	typical plasmid	No	
GCF_002012085.1-NZ_CP018986.1	Escherichia	6075	typical plasmid	No	
GCF_002012085.1-NZ_CP018985.1	Escherichia	5631	typical plasmid	No	
GCF_002012085.1-NZ_CP018984.1	Escherichia	2571	typical plasmid	No	
GCF_002012085.1-NZ_CP018989.1	Escherichia	85865	typical plasmid	No	
GCF_002012105.1-NZ_CP018995.1	Escherichia	4708839	typical chromosome	No	
GCF_002012105.1-NZ_CP018994.1	Escherichia	154853	typical plasmid	No	
GCF_002012105.1-NZ_CP018993.1	Escherichia	116562	typical plasmid	No	
GCF_002012105.1-NZ_CP018992.1	Escherichia	110226	typical plasmid	No	
GCF_002012125.1-NZ_CP019005.1	Escherichia	4690903	typical chromosome	No	
GCF_002012125.1-NZ_CP019002.1	Escherichia	112917	typical plasmid	No	
GCF_002012125.1-NZ_CP019003.1	Escherichia	12602	typical plasmid	No	
GCF_002012125.1-NZ_CP019004.1	Escherichia	1597	typical plasmid	No	
GCF_002012125.1-NZ_CP019001.1	Escherichia	272202	typical plasmid	No	
GCF_002012145.1-NZ_CP019008.1	Escherichia	4926149	typical chromosome	No	
GCF_002012145.1-NZ_CP019007.1	Escherichia	128248	typical plasmid	No	
GCF_002012145.1-NZ_CP019006.1	Escherichia	47531	typical plasmid	No	
GCF_002012165.1-NZ_CP019015.1	Escherichia	5099988	typical chromosome	No	
GCF_002012165.1-NZ_CP019013.1	Escherichia	109057	typical plasmid	No	
GCF_002012165.1-NZ_CP019014.1	Escherichia	142829	typical plasmid	No	
GCF_002012205.1-NZ_CP018983.1	Escherichia	4947532	typical chromosome	No	
GCF_002012205.1-NZ_CP018982.1	Escherichia	100168	typical plasmid	No	
GCF_002012205.1-NZ_CP018980.1	Escherichia	4074	typical plasmid	No	
GCF_002012205.1-NZ_CP018981.1	Escherichia	14029	typical plasmid	No	
GCF_002012225.1-NZ_CP019029.1	Escherichia	5262974	typical chromosome	No	
GCF_002012225.1-NZ_CP019028.1	Escherichia	147346	typical plasmid	No	
GCF_002012225.1-NZ_CP019027.1	Escherichia	109344	typical plasmid	No	
GCF_002012225.1-NZ_CP019025.1	Escherichia	6647	typical plasmid	No	
GCF_002012225.1-NZ_CP019024.1	Escherichia	4063	typical plasmid	No	
GCF_002012225.1-NZ_CP019023.1	Escherichia	3256	typical plasmid	No	
GCF_002012225.1-NZ_CP019022.1	Escherichia	3087	typical plasmid	No	
GCF_002012225.1-NZ_CP019021.1	Escherichia	1459	typical plasmid	No	
GCF_002012225.1-NZ_CP019026.1	Escherichia	59373	typical plasmid	No	
GCF_002012245.1-NZ_CP019000.1	Escherichia	4998584	typical chromosome	No	
GCF_002012245.1-NZ_CP018998.1	Escherichia	99006	typical plasmid	No	
GCF_002012245.1-NZ_CP018997.1	Escherichia	4921	typical plasmid	No	
GCF_002012245.1-NZ_CP018996.1	Escherichia	4073	typical plasmid	No	
GCF_002012245.1-NZ_CP018999.1	Escherichia	146162	typical plasmid	No	
GCF_002012265.1-NZ_CP019012.1	Escherichia	4911496	typical chromosome	No	
GCF_002012265.1-NZ_CP019011.1	Escherichia	74891	typical plasmid	No	
GCF_002012265.1-NZ_CP019009.1	Escherichia	130905	typical plasmid	No	
GCF_002012265.1-NZ_CP019010.1	Escherichia	55746	typical plasmid	No	
GCF_002012305.1-NZ_CP019020.1	Escherichia	4913259	typical chromosome	No	
GCF_002012305.1-NZ_CP019019.1	Escherichia	199671	typical plasmid	No	
GCF_002012305.1-NZ_CP019018.1	Escherichia	158911	typical plasmid	No	
GCF_002012305.1-NZ_CP019016.1	Escherichia	37756	typical plasmid	No	
GCF_002012305.1-NZ_CP019017.1	Escherichia	73464	typical plasmid	No	
GCF_002055605.1-NZ_CP020092.1	Escherichia	5112484	typical chromosome	No	
GCF_002055635.1-NZ_CP020048.1	Escherichia	5018461	typical chromosome	No	
GCF_002055635.1-NZ_CP020049.1	Escherichia	141885	typical plasmid	No	
GCF_002055635.1-NZ_CP020050.1	Escherichia	113431	typical plasmid	No	
GCF_002055635.1-NZ_CP020051.1	Escherichia	91291	typical plasmid	No	
GCF_002056065.1-NZ_CP020058.1	Escherichia	4595238	typical chromosome	No	
GCF_002056065.1-NZ_CP020059.1	Escherichia	87982	typical plasmid	No	
GCF_002056065.1-NZ_CP020060.1	Escherichia	50999	typical plasmid	No	
GCF_002056145.1-NZ_CP020055.1	Escherichia	4658583	typical chromosome	No	
GCF_002056145.1-NZ_CP020056.1	Escherichia	136975	typical plasmid	No	
GCF_002056145.1-NZ_CP020057.1	Escherichia	31196	typical plasmid	No	
GCF_002056635.1-NZ_CP020116.1	Escherichia	4992088	typical chromosome	No	
GCF_002056635.1-NZ_CP020117.1	Escherichia	107210	typical plasmid	No	
GCF_002056635.1-NZ_CP020118.1	Escherichia	111212	typical plasmid	No	
GCF_002056635.1-NZ_CP020119.1	Escherichia	51515	typical plasmid	No	
GCF_002057245.1-NZ_CP020106.1	Escherichia	5371291	typical chromosome	No	
GCF_002057355.1-NZ_CP020107.1	Escherichia	4942246	typical chromosome	No	
GCF_002058765.1-NZ_CP019944.1	Escherichia	5445834	typical chromosome	No	
GCF_002077195.1-NZ_CP017220.1	Escherichia	4901993	typical chromosome	No	
GCF_002077195.1-NZ_CP017221.1	Escherichia	147225	typical plasmid	No	
GCF_002077195.1-NZ_CP017222.1	Escherichia	54159	typical plasmid	No	
GCF_002077195.1-NZ_CP017223.1	Escherichia	5828	typical plasmid	No	
GCF_002077195.1-NZ_CP017224.1	Escherichia	2454	typical plasmid	No	
GCF_002077195.1-NZ_CP017225.1	Escherichia	1934	typical plasmid	No	
GCF_002078275.1-NZ_CP014641.1	Escherichia	4165587	typical chromosome	No	
GCF_002078295.1-NZ_CP014642.1	Escherichia	4165783	typical chromosome	No	
GCF_002090355.1-NZ_CP020368.1	Escherichia	4550811	typical chromosome	No	
GCF_002105735.1-NZ_CP020835.1	Escherichia	4888773	typical chromosome	No	
GCF_002105735.1-NZ_CP020836.1	Escherichia	37362	typical plasmid	No	
GCF_002116715.2-NZ_CP020933.1	Escherichia	4858944	typical chromosome	No	
GCF_002116715.2-NZ_CP020934.1	Escherichia	151137	typical plasmid	No	
GCF_002116715.2-NZ_CP020936.1	Escherichia	64749	typical plasmid	No	
GCF_002118095.1-NZ_CP013952.1	Escherichia	4567242	typical chromosome	No	
GCF_002142675.1-NZ_CP021202.1	Escherichia	5177498	typical chromosome	No	
GCF_002142675.1-NZ_CP021203.1	Escherichia	183508	typical plasmid	No	
GCF_002142675.1-NZ_CP021204.1	Escherichia	92438	typical plasmid	No	
GCF_002142675.1-NZ_CP021205.1	Escherichia	63392	typical plasmid	No	
GCF_002142675.1-NZ_CP021206.1	Escherichia	111688	typical plasmid	No	
GCF_002142695.1-NZ_CP021175.1	Escherichia	5041366	typical chromosome	No	
GCF_002142695.1-NZ_CP021176.1	Escherichia	60961	typical plasmid	No	
GCF_002142695.1-NZ_CP021177.1	Escherichia	154099	typical plasmid	No	
GCF_002142715.1-NZ_CP021207.1	Escherichia	5013813	typical chromosome	No	
GCF_002142715.1-NZ_CP021208.1	Escherichia	86725	typical plasmid	No	
GCF_002142715.1-NZ_CP021209.1	Escherichia	223982	typical plasmid	No	
GCF_002142715.1-NZ_CP021210.1	Escherichia	75553	typical plasmid	No	
GCF_002156825.1-NZ_CP021335.1	Escherichia	5347911	typical chromosome	No	
GCF_002156825.1-NZ_CP021336.1	Escherichia	86922	typical plasmid	No	
GCF_002156825.1-NZ_CP021337.1	Escherichia	83138	typical plasmid	No	
GCF_002156845.1-NZ_CP021339.1	Escherichia	5467988	typical chromosome	No	
GCF_002156845.1-NZ_CP021340.1	Escherichia	86917	typical plasmid	No	
GCF_002156845.1-NZ_CP021341.1	Escherichia	81853	typical plasmid	No	
GCF_002157245.1-NZ_CP021179.1	Escherichia	5012084	typical chromosome	No	
GCF_002157245.1-NZ_CP021180.1	Escherichia	135720	typical plasmid	No	
GCF_002163655.1-NZ_CP018323.1	Escherichia	4855460	typical chromosome	No	
GCF_002163695.1-NZ_CP018840.1	Escherichia	4759716	typical chromosome	No	
GCF_002163935.1-NZ_CP019560.1	Escherichia	4707009	typical chromosome	No	
GCF_002163935.1-NZ_CP019561.1	Escherichia	148529	typical plasmid	No	
GCF_002163955.1-NZ_CP019558.1	Escherichia	4706707	typical chromosome	No	
GCF_002163955.1-NZ_CP019559.1	Escherichia	277790	typical plasmid	No	
GCF_002164595.2-NZ_CP032879.1	Escherichia	5094619	typical chromosome	No	
GCF_002164595.2-NZ_CP032875.1	Escherichia	92538	typical plasmid	No	
GCF_002164595.2-NZ_CP032876.1	Escherichia	5167	typical plasmid	No	
GCF_002164595.2-NZ_CP032878.1	Escherichia	45484	typical plasmid	No	
GCF_002164595.2-NZ_CP032877.1	Escherichia	150853	typical plasmid	No	
GCF_002164635.4-NZ_CP022229.3	Escherichia	5051470	typical chromosome	No	
GCF_002164635.4-NZ_CP022228.3	Escherichia	92538	typical plasmid	No	
GCF_002164635.4-NZ_CP022226.2	Escherichia	45476	typical plasmid	No	
GCF_002164635.4-NZ_CP022227.3	Escherichia	150853	typical plasmid	No	
GCF_002164645.3-NZ_CP028589.2	Escherichia	5099810	typical chromosome	No	
GCF_002164645.3-NZ_CP028585.2	Escherichia	92537	typical plasmid	No	
GCF_002164645.3-NZ_CP028586.1	Escherichia	5167	typical plasmid	No	
GCF_002164645.3-NZ_CP028588.1	Escherichia	42856	typical plasmid	No	
GCF_002164645.3-NZ_CP028587.1	Escherichia	150853	typical plasmid	No	
GCF_002164865.2-NZ_CP034966.1	Escherichia	4686461	typical chromosome	No	
GCF_002164865.2-NZ_CP034959.1	Escherichia	90842	typical plasmid	No	
GCF_002164865.2-NZ_CP034960.1	Escherichia	5167	typical plasmid	No	
GCF_002164865.2-NZ_CP034961.1	Escherichia	2101	typical plasmid	No	
GCF_002164865.2-NZ_CP034964.1	Escherichia	87704	typical plasmid	No	
GCF_002164865.2-NZ_CP034962.1	Escherichia	2058	typical plasmid	No	
GCF_002164865.2-NZ_CP034965.1	Escherichia	46161	typical plasmid	No	
GCF_002164865.2-NZ_CP034963.1	Escherichia	38448	typical plasmid	No	
GCF_002164975.2-NZ_CP034958.1	Escherichia	4763166	typical chromosome	No	
GCF_002164975.2-NZ_CP034954.1	Escherichia	4097	typical plasmid	No	
GCF_002164975.2-NZ_CP034955.1	Escherichia	2088	typical plasmid	No	
GCF_002164975.2-NZ_CP034957.1	Escherichia	46161	typical plasmid	No	
GCF_002164975.2-NZ_CP034956.1	Escherichia	98397	typical plasmid	No	
GCF_002165095.2-NZ_CP032892.1	Escherichia	4894694	typical chromosome	No	
GCF_002165095.2-NZ_CP032880.1	Escherichia	82675	typical plasmid	No	
GCF_002165095.2-NZ_CP032881.1	Escherichia	8899	typical plasmid	No	
GCF_002165095.2-NZ_CP032882.1	Escherichia	6548	typical plasmid	No	
GCF_002165095.2-NZ_CP032883.1	Escherichia	5793	typical plasmid	No	
GCF_002165095.2-NZ_CP032884.1	Escherichia	4658	typical plasmid	No	
GCF_002165095.2-NZ_CP032889.1	Escherichia	46161	typical plasmid	No	
GCF_002165095.2-NZ_CP032885.1	Escherichia	4234	typical plasmid	No	
GCF_002165095.2-NZ_CP032886.1	Escherichia	2790	typical plasmid	No	
GCF_002165095.2-NZ_CP032887.1	Escherichia	1902	typical plasmid	No	
GCF_002165095.2-NZ_CP032888.1	Escherichia	109553	typical plasmid	No	
GCF_002165095.2-NZ_CP032890.1	Escherichia	91014	typical plasmid	No	
GCF_002165095.2-NZ_CP032891.1	Escherichia	67351	typical plasmid	No	
GCF_002165115.2-NZ_CP032426.1	Escherichia	4908742	typical chromosome	No	
GCF_002165115.2-NZ_CP032420.1	Escherichia	2959	typical plasmid	No	
GCF_002165115.2-NZ_CP032425.1	Escherichia	88392	typical plasmid	No	
GCF_002165115.2-NZ_CP032421.1	Escherichia	2444	typical plasmid	No	
GCF_002165115.2-NZ_CP032422.1	Escherichia	1989	typical plasmid	No	
GCF_002165115.2-NZ_CP032423.1	Escherichia	1521	typical plasmid	No	
GCF_002165115.2-NZ_CP032424.1	Escherichia	46161	typical plasmid	No	
GCF_002180055.1-NZ_CP021532.1	Escherichia	4830167	typical chromosome	No	
GCF_002180055.1-NZ_CP021533.1	Escherichia	48528	typical plasmid	No	
GCF_002180055.1-NZ_CP021534.1	Escherichia	46161	typical plasmid	No	
GCF_002180095.1-NZ_CP021535.1	Escherichia	5029162	typical chromosome	No	
GCF_002180095.1-NZ_CP021536.1	Escherichia	244955	typical plasmid	No	
GCF_002180095.1-NZ_CP021537.1	Escherichia	97474	typical plasmid	No	
GCF_002180095.1-NZ_CP021538.1	Escherichia	64372	typical plasmid	No	
GCF_002180135.1-NZ_CP021683.1	Escherichia	4810234	typical chromosome	No	
GCF_002180135.1-NZ_CP021680.1	Escherichia	23332	intermediate replicon	No	
GCF_002180135.1-NZ_CP021681.1	Escherichia	95850	typical plasmid	No	
GCF_002180135.1-NZ_CP021682.1	Escherichia	49828	typical plasmid	No	
GCF_002180135.1-NZ_CP021684.1	Escherichia	84929	typical plasmid	No	
GCF_002180195.1-NZ_CP021689.1	Escherichia	4940441	typical chromosome	No	
GCF_002180195.1-NZ_CP021690.1	Escherichia	163045	typical plasmid	No	
GCF_002180215.1-NZ_CP021691.1	Escherichia	4862952	typical chromosome	No	
GCF_002180215.1-NZ_CP021692.1	Escherichia	46161	typical plasmid	No	
GCF_002180215.1-NZ_CP021693.1	Escherichia	50228	typical plasmid	No	
GCF_002180275.1-NZ_CP021722.1	Escherichia	4967401	typical chromosome	No	
GCF_002180275.1-NZ_CP021719.1	Escherichia	128094	typical plasmid	No	
GCF_002180275.1-NZ_CP021720.1	Escherichia	216378	typical plasmid	No	
GCF_002180275.1-NZ_CP021721.1	Escherichia	9396	typical plasmid	No	
GCF_002192275.1-NZ_CP021732.1	Escherichia	4786118	typical chromosome	No	
GCF_002192275.1-NZ_CP021733.1	Escherichia	114267	typical plasmid	No	
GCF_002192275.1-NZ_CP021734.1	Escherichia	85195	typical plasmid	No	
GCF_002192275.1-NZ_CP021735.1	Escherichia	31765	typical plasmid	No	
GCF_002192295.1-NZ_CP021736.1	Escherichia	4864149	typical chromosome	No	
GCF_002192295.1-NZ_CP021737.1	Escherichia	117703	typical plasmid	No	
GCF_002192295.1-NZ_CP021738.1	Escherichia	46159	typical plasmid	No	
GCF_002192295.1-NZ_CP021739.1	Escherichia	50235	typical plasmid	No	
GCF_002193095.1-NZ_CP021454.1	Escherichia	4978342	typical chromosome	No	
GCF_002193095.1-NZ_CP021871.1	Escherichia	134899	typical plasmid	No	
GCF_002196475.1-NZ_CP021840.1	Escherichia	5167701	typical chromosome	No	
GCF_002196475.1-NZ_CP021841.1	Escherichia	118934	typical plasmid	No	
GCF_002196475.1-NZ_CP021842.1	Escherichia	92385	typical plasmid	No	
GCF_002196475.1-NZ_CP021843.1	Escherichia	78672	typical plasmid	No	
GCF_002196495.1-NZ_CP021844.1	Escherichia	5167363	typical chromosome	No	
GCF_002196495.1-NZ_CP021845.1	Escherichia	125099	typical plasmid	No	
GCF_002196495.1-NZ_CP021846.1	Escherichia	92350	typical plasmid	No	
GCF_002196495.1-NZ_CP021847.1	Escherichia	84091	typical plasmid	No	
GCF_002201835.1-NZ_CP021879.1	Escherichia	4746578	typical chromosome	No	
GCF_002201835.1-NZ_CP021880.1	Escherichia	169449	typical plasmid	No	
GCF_002201835.1-NZ_CP021881.1	Escherichia	101165	typical plasmid	No	
GCF_002201835.1-NZ_CP021882.1	Escherichia	67973	typical plasmid	No	
GCF_002202175.1-NZ_CP021935.1	Escherichia	5141314	typical chromosome	No	
GCF_002202175.1-NZ_CP021936.1	Escherichia	138340	typical plasmid	No	
GCF_002202175.1-NZ_CP021937.1	Escherichia	151110	typical plasmid	No	
GCF_002202175.1-NZ_CP021938.1	Escherichia	75318	typical plasmid	No	
GCF_002211725.1-NZ_CP022154.1	Escherichia	5094639	typical chromosome	No	
GCF_002211725.1-NZ_CP022155.1	Escherichia	145220	typical plasmid	No	
GCF_002211725.1-NZ_CP022156.1	Escherichia	113793	typical plasmid	No	
GCF_002211725.1-NZ_CP022157.1	Escherichia	57232	typical plasmid	No	
GCF_002211725.1-NZ_CP022158.1	Escherichia	47900	typical plasmid	No	
GCF_002211725.1-NZ_CP022159.1	Escherichia	7537	typical plasmid	No	
GCF_002214205.1-NZ_CP022164.1	Escherichia	4957100	typical chromosome	No	
GCF_002214205.1-NZ_CP022165.1	Escherichia	233149	typical plasmid	No	
GCF_002214205.1-NZ_CP022166.1	Escherichia	173624	typical plasmid	No	
GCF_002214205.1-NZ_CP022167.1	Escherichia	113428	typical plasmid	No	
